Unnamed: 0,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,3.5mm jack,WLAN,Bluetooth,GPS,USB,Sensors,Unnamed: 29,SAR EU,Price,Features,NFC,Protection,Triple,Charging,SAR,5G,Quad,Dual,Performance,Display,Camera,Audio quality,GPRS,EDGE,Infrared port,removable_B,tech_gsm,tech_hspa,tech_lte,tech_cdma,tech_evdo,tech_5g,tech_umts,tech_cdma2000,screen_size,paresed_price,high_speed|0,high_speed|1,low_speed|0,low_speed|1
Galaxy M10,"2019, January","Available. Released 2019, February",155.6 x 75.6 x 7.7 mm (6.13 x 2.98 x 0.30 in),163 g (5.75 oz),"Front glass, plastic body","Dual SIM (Nano-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~82.1% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,"microSD, up to 1 TB (dedicated slot)","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","5 MP, f/2.0, 32mm (normal)",1080p@30fps,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",microUSB 2.0,"Accelerometer, proximity",Non-removable Li-Ion 3400 mAh battery,0.24 W/kg (head) 1.53 W/kg (body),About 100 EUR,HDR,,,,,0.24 W/kg (head),,,"13 MP, f/1.9, 27mm (wide), 1/3.1"", 1.12µm, PDAF 5 MP, f/2.2, 12mm (ultrawide)",Basemark OS II: 1184 / Basemark OS II 2.0: 1071Basemark X: 5583,Contrast ratio: 1182:1,Photo / Video,Noise -90.7dB / Crosstalk -94.5dB,,,,Non-removable,1,1,1,0,0,0,0,0,6.22,100,42.2,300,5.76,50
Galaxy A80,"2019, April","Available. Released 2019, May",165.2 x 76.5 x 9.3 mm (6.50 x 3.01 x 0.37 in),220 g (7.76 oz),"Front glass (Gorilla Glass 3), back glass (Gorilla Glass 6), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.7 inches, 108.4 cm2 (~85.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Android 9.0 (Pie); One UI,Qualcomm SDM730 Snapdragon 730 (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,No,"128 GB, 8 GB RAM",,"2160p@30fps, 1080p@30/60fps (gyro-EIS)",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","2.0, Type-C 1.0 reversible connector","Fingerprint (under display), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3700 mAh battery,0.22 W/kg (head) 1.43 W/kg (body),About 650 EUR,"LED flash, HDR",Yes,Corning Gorilla Glass 3,Motorized pop-up rotating main camera module,Fast battery charging 25W,,,,,Basemark OS II 2.0: 3268 / Basemark X: 33811,,Photo / Video,,,,,Non-removable,1,1,1,0,0,0,0,0,6.7,650,42.2,600,5.76,75
Galaxy A70,"2019, March","Available. Released 2019, April",164.3 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in),183 g (6.46 oz),"Front glass, plastic body","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.7 inches, 108.4 cm2 (~86.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Android 9.0 (Pie); One UI,Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,"microSD, up to 1 TB (dedicated slot)","128 GB, 6/8 GB RAM","32 MP, f/2.0, 0.8µm",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","2.0, Type-C 1.0 reversible connector","Fingerprint (under display), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4500 mAh battery,0.35 W/kg (head) 1.48 W/kg (body),About 330 EUR,HDR,Yes (market dependent),Corning Gorilla Glass 3,"32 MP, f/1.7, PDAF 8 MP, f/2.2, 12mm (ultrawide) 5 MP, f/2.2, depth sensor",Fast battery charging 25W,,,,,Basemark OS II: 2814 / Basemark OS II 2.0: 2737Basemark X: 19341,Contrast ratio: Infinite (nominal),Photo / Video,Noise -93.5dB / Crosstalk -92.4dB,,,,Non-removable,1,1,1,0,0,0,0,0,6.7,330,,,,
Galaxy A60,"2019, April","Available. Released 2019, June",155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in),168 g (5.93 oz),,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",Android 9.0 (Pie); One UI,Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,"microSD, up to 1 TB (uses shared SIM slot)","128 GB, 6 GB RAM","16 MP, f/2.0",1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3500 mAh battery,0.27 W/kg (head) 1.17 W/kg (body),About 290 EUR,HDR,Yes,,"32 MP, f/1.7, 0.8µm, PDAF 8 MP, f/2.2, 12mm (ultrawide), 1.12µm, PDAF 5 MP, f/2.2, depth sensor",Fast battery charging 15W,,,,,,,,,,,,Non-removable,1,1,1,0,0,0,0,0,6.3,290,42.2,400,5.76,50
Galaxy A50,"2019, February","Available. Released 2019, March",158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),166 g (5.86 oz),"Front glass, plastic body","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Android 9.0 (Pie),Exynos 9610 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G72 MP3,"microSD, up to 1 TB (dedicated slot)","128 GB, 4/6 GB RAM or 64 GB, 4 GB RAM","25 MP, f/2.0, 25mm (wide)",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","2.0, Type-C 1.0 reversible connector","Fingerprint (under display), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,0.27 W/kg (head) 1.39 W/kg (body),About 250 EUR,HDR,Yes (market dependent),Corning Gorilla Glass 3,"25 MP, f/1.7, 26mm (wide), PDAF 8 MP, f/2.2, 13mm (ultrawide) 5 MP, f/2.2, depth sensor",Fast battery charging 15W,,,,,Basemark OS II: 2292 / Basemark OS II 2.0: 2209Basemark X: 19106,Contrast ratio: Infinite (nominal),Photo / Video,Noise -93.4dB / Crosstalk -92.3dB,,,,Non-removable,1,1,1,0,0,0,0,0,6.4,250,,,,
Galaxy A40,"2019, March","Available. Released 2019, April",144.4 x 69.2 x 7.9 mm (5.69 x 2.72 x 0.31 in),140 g (4.94 oz),"Front glass, plastic body","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.9 inches, 85.5 cm2 (~85.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~437 ppi density)",Android 9.0 (Pie),Exynos 7904 (14 nm),Octa-core (2x1.77 GHz Cortex-A73 & 6x1.59 GHz Cortex-A53),Mali-G71 MP2,"microSD, up to 1 TB (dedicated slot)","64 GB, 4 GB RAM","25 MP, f/2.0, 25mm (wide)",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","3.1, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3100 mAh battery,0.49 W/kg (head) 1.34 W/kg (body),About 220 EUR,"LED flash, panorama, HDR",Yes,Corning Gorilla Glass 3,,Fast battery charging 15W,,,,"16 MP, f/1.7, 26mm (wide), PDAF 5 MP, f/2.2, 13mm (ultrawide)",Basemark OS II: 1804 / Basemark OS II 2.0: 1723Basemark X: 12098,Contrast ratio: infinite,Photo / Video,Noise -91.0dB / Crosstalk -85.9dB,,,,Non-removable,1,1,1,0,0,0,0,0,5.9,220,42.2,600,5.76,150
Galaxy A30,"2019, February","Available. Released 2019, March",158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),165 g (5.82 oz),"Front glass, plastic body","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Android 9.0 (Pie),Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,"microSD, up to 1 TB (dedicated slot)","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","16 MP, f/2.0",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,0.25 W/kg (head) 1.17 W/kg (body),About 230 EUR,"LED flash, panorama, HDR",,Corning Gorilla Glass 3,,Fast battery charging 15W,,,,"16 MP, f/1.7, PDAF 5 MP, f/2.2, 12mm, (ultrawide)",Basemark OS II: 1772 / Basemark OS II 2.0: 1388Basemark X: 11270,Contrast ratio: Infinite (nominal),Photo / Video,Noise -93.3dB / Crosstalk -88.9dB,,,,Non-removable,1,1,1,0,0,0,0,0,6.4,230,,,,
Galaxy A20e,"2019, April","Available. Released 2019, May",147.4 x 69.7 x 8.4 mm (5.80 x 2.74 x 0.33 in),141 g (4.97 oz),"Front glass, plastic body","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","5.8 inches, 82.6 cm2 (~80.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~296 ppi density)",Android 9.0 (Pie); One UI,Exynos 7884 (14 nm),Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),Mali-G71 MP2,"microSD, up to 1 TB (dedicated slot)","32 GB, 3 GB RAM","8 MP, f/2.0",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 3000 mAh battery,0.50 W/kg (head) 1.30 W/kg (body),About 180 EUR,"LED flash, panorama, HDR",Yes,,,Fast battery charging 15W,,,,"13 MP, f/1.9, 28mm (wide), AF 5 MP, f/2.2, 12mm (ultrawide)",,,,,,,,Non-removable,1,1,1,0,0,0,0,0,5.8,180,42.2,150,5.76,50
Galaxy A20,"2019, March","Available. Released 2019, April",158.4 x 74.7 x 7.8 mm (6.24 x 2.94 x 0.31 in),169 g (5.96 oz),"Front glass, plastic body","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~85.0% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)",Android 9.0 (Pie); One UI,Exynos 7884 (14 nm),Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),Mali-G71 MP2,"microSD, up to 1 TB (dedicated slot)","32 GB, 3 GB RAM","8 MP, f/2.0",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,0.23 W/kg (head) 1.38 W/kg (body),About 200 EUR,"LED flash, panorama, HDR",Yes (market/region dependent),,,Fast battery charging 15W,,,,"13 MP, f/1.9, 28mm (wide), AF 5 MP, f/2.2, 12mm (ultrawide)",,,,,,,,Non-removable,1,1,1,0,0,0,0,0,6.4,200,42.2,150,5.76,50
Galaxy A10,"2019, February","Available. Released 2019, March",155.6 x 75.6 x 7.9 mm (6.13 x 2.98 x 0.31 in),168 g (5.93 oz),"Front glass, plastic body","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~81.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",Android 9.0 (Pie),Exynos 7884 (14 nm),Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),Mali-G71 MP2,"microSD, up to 1 TB (dedicated slot)","32 GB, 2 GB RAM","5 MP, f/2.0",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",microUSB 2.0,"Accelerometer, proximity",Non-removable Li-Ion 3400 mAh battery,0.32 W/kg (head) 1.09 W/kg (body),About 120 EUR,LED flash,,,,,,,,,,,,,,,,Non-removable,1,1,1,0,0,0,0,0,6.2,120,42.2,150,5.76,50
Galaxy A8s,"2018, December","Available. Released 2018, December",158.4 x 74.9 x 7.4 mm (6.24 x 2.95 x 0.29 in),173 g (6.10 oz),"Front/back glass, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Android 9.0 (Pie); One UI,Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 616,No,"128 GB, 6/8 GB RAM","24 MP, f/2.0",1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3400 mAh battery,0.24 W/kg (head) 1.17 W/kg (body),About 400 EUR,HDR,Yes,,"24 MP, f/1.7, PDAF 10 MP, f/2.4, AF, 2x optical zoom 5 MP, f/2.2, depth sensor",Fast battery charging 18W,,,,,,,,,,,,Non-removable,1,1,1,1,0,0,0,0,6.4,400,,,,
Galaxy A6s,"2018, October","Available. Released 2018, November",156.3 x 76.5 x 8.4 mm (6.15 x 3.01 x 0.33 in),183 g (6.46 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~77.7% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Android 8.0 (Oreo),Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,"microSD, up to 256 GB (uses shared SIM slot)","64/128 GB, 6 GB RAM","12 MP, f/2.0",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3300 mAh battery,,About 300 EUR,HDR,,,,,,,,"12 MP, f/1.8, PDAF 5 MP, f/2.2, depth sensor",,,,,,,,Non-removable,1,1,1,1,0,0,0,0,6.0,300,42.2,300,5.76,50
Galaxy A9 (2018),"2018, October","Available. Released 2018, November",162.5 x 77 x 7.8 mm (6.40 x 3.03 x 0.31 in),183 g (6.46 oz),"Front/back glass, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.3 inches, 100.2 cm2 (~80.1% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~393 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,"microSD, up to 1 TB (dedicated slot)","64/128 GB, 6/8 GB RAM","24 MP, f/2.0, 27mm (wide), 1/2.8"", 0.9µm",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3800 mAh battery,0.35 W/kg (head) 1.59 W/kg (body),About 350 EUR,HDR,Yes,,,Fast battery charging 18W,0.27 W/kg (head) 0.84 W/kg (body),,"24 MP, f/1.7, 27mm (wide), 1/2.8"", 0.9µm, PDAF 10 MP f/2.4, 52mm, (telephoto), 1/3.9"", 1.0µm, 2x optical zoom 8 MP, f/2.4, 12mm (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.2, 24mm (wide), 1/5.0"", 1.12µm, depth sensor",,Basemark OS II: 2768 / Basemark OS II 2.0: 2353Basemark X: 20322,"Contrast ratio: Infinite (nominal), 4.220 (sunlight)",Photo / Video,Noise -90.6dB / Crosstalk -93.8dB,,,,Non-removable,1,1,1,0,0,0,0,0,6.3,350,42.2,450,5.76,50
Galaxy A7 (2018),"2018, September","Available. Released 2018, October",159.8 x 76.8 x 7.5 mm (6.29 x 3.02 x 0.30 in),168 g (5.93 oz),"Front/back glass, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.0 inches, 91.4 cm2 (~74.4% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~411 ppi density)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",Exynos 7885 (14 nm),Octa-core (2x2.2 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71,"microSD, up to 1 TB (dedicated slot)","128 GB, 4/6 GB RAM or 64 GB, 4 GB RAM","24 MP, f/2.0, 26mm (wide)",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",microUSB 2.0,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3300 mAh battery,0.34 W/kg (head) 1.43 W/kg (body),About 260 EUR,HDR,Yes (market dependent),Corning Gorilla Glass (unspecified version),"24 MP, f/1.7, 27mm (wide), PDAF 8 MP, f/2.4, 18mm (ultrawide) 5 MP, f/2.2, depth sensor",,,,,,Basemark OS II 2.0: 2051 / Basemark X: 15200,"Contrast ratio: Infinite (nominal), 4.324 (sunlight)",Photo / Video,Noise -93.1dB / Crosstalk -92.5dB,,,,Non-removable,1,1,1,0,0,0,0,0,6.0,260,42.2,300,5.76,50
Galaxy Note9,"2018, August","Available. Released 2018, August",161.9 x 76.4 x 8.8 mm (6.37 x 3.01 x 0.35 in),201 g (7.09 oz),"Front/back glass (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 103.2 cm2 (~83.4% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~516 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI","Exynos 9810 (10 nm) - EMEAQualcomm SDM845 Snapdragon 845 (10 nm) - USA/LATAM, China","Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEAOcta-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver) - USA/LATAM, China","Mali-G72 MP18 - EMEAAdreno 630 - USA/LATAM, China","microSD, up to 1 TB (uses shared SIM slot) - dual SIM model only","512 GB, 8 GB RAM or 128 GB, 6 GB RAM","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF",1440p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO","3.1, Type-C 1.0 reversible connector","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Non-removable Li-Ion 4000 mAh battery,,About 650 EUR,"Dual video call, Auto-HDR",Yes,Corning Gorilla Glass 5,,Fast battery charging 15W (Quick Charge 2.0) Qi/PMA wireless charging (market dependent),,,,"12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, AF, OIS, 2x optical zoom",Basemark OS II: 3377 / Basemark OS II 2.0: 3064Basemark X: 41994,"Contrast ratio: Infinite (nominal), 4.531 (sunlight)",Photo / Video,Noise -93.7dB / Crosstalk -94.1dB,,,,Non-removable,1,1,1,1,1,0,0,0,6.4,650,42.2,1200,5.76,200
Galaxy Watch,"2018, August","Available. Released 2018, August",49 x 46 x 13 mm (1.93 x 1.81 x 0.51 in),63 g (2.22 oz),Stainless Steel 316L,Electronic SIM card (eSIM),"Super AMOLED capacitive touchscreen, 16M colors","1.3 inches, 10.8 cm2 (~48.1% screen-to-body ratio)","360 x 360 pixels, 1:1 ratio (~278 ppi density)",Tizen-based wearable OS 4.0,Exynos 9110 (10 nm),Dual-core 1.15 GHz Cortex-A53,Mali-T720,No,"4 GB, 1.5 GB RAM (LTE model)4 GB, 768 MB RAM (BTT model)",,,No,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,"Accelerometer, gyro, heart rate, barometer",Non-removable Li-Ion 472 mAh battery,,About 220 EUR,,Yes,Corning Gorilla Glass DX+,,Qi wireless charging,,,,,,,,,,,,Non-removable,1,1,1,0,0,0,0,0,1.3,220,,,,
Galaxy J6+,"2018, September","Available. Released 2018, October",161.4 x 76.9 x 7.9 mm (6.35 x 3.03 x 0.31 in),178 g (6.28 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 91.4 cm2 (~73.6% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); One UI",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 1 TB (dedicated slot)","64 GB, 4 GB RAM or 32 GB, 3 GB RAM","8 MP, f/1.9",1080p@30fps,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3300 mAh battery,0.31 W/kg (head) 1.33 W/kg (body),About 190 EUR,LED flash,Yes (market dependent),,,,,,,"13 MP, f/1.9, 28mm (wide), AF 5 MP, f/2.2, depth sensor",,,,,,,,Non-removable,1,1,1,0,0,0,0,0,6.0,190,42.2,150,5.76,50
Galaxy J4 Core,"2018, November","Available. Released 2018, November",160.6 x 76.1 x 7.9 mm (6.32 x 3.00 x 0.31 in),177 g (6.24 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 91.4 cm2 (~74.8% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)",Android 8.1 Oreo (Go edition),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 1 TB (dedicated slot)","16 GB, 1 GB RAM","5 MP, f/2.2",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Non-removable Li-Ion 3300 mAh battery,0.34 W/kg (head) 1.48 W/kg (body),About 150 EUR,LED flash,,,,,0.65 W/kg (head) 0.37 W/kg (body),,,,,,,,,,,Non-removable,1,1,1,0,0,0,0,0,6.0,150,42.2,150,5.76,50
Galaxy J4+,"2018, September","Available. Released 2018, October",161.4 x 76.9 x 7.9 mm (6.35 x 3.03 x 0.31 in),178 g (6.28 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 91.4 cm2 (~73.6% screen-to-body ratio)","720 x 1480 pixels, 18.5:9 ratio (~274 ppi density)",Android 8.1 (Oreo),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 1 TB (dedicated slot)","32 GB, 2/3 RAM or 16 GB, 2 GB RAM","5 MP, f/2.2",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass - North AmericaAccelerometer, proximity - other markets",Non-removable Li-Ion 3300 mAh battery,0.32 W/kg (head) 1.46 W/kg (body),About 150 EUR,LED flash,Yes (market dependent),,,,0.55 W/kg (head) 0.41 W/kg (body),,,,,,,,,,,Non-removable,1,1,1,0,0,0,0,0,6.0,150,42.2,150,5.76,50
